COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	Gene_Product	NCBI.Biosample.Accession	Cat
	8032424799	Ga0347526_09_17157_17352		8032423648	Enterococcus gallinarum 9402	7	17157	17352	NA	SAMN07524552	NA
	8032424146	Ga0347526_01_512985_513082		8032423648	Enterococcus gallinarum 9402	7	512985	513082	NA	SAMN07524552	NA
	8032426600	Ga0347526_51_71389_71571		8032423648	Enterococcus gallinarum 9402	7	71389	71571	NA	SAMN07524552	NA
	8032424577	Ga0347526_04_56147_56373		8032423648	Enterococcus gallinarum 9402	7	56147	56373	NA	SAMN07524552	NA
	8032425355	Ga0347526_13_1283_1366		8032423648	Enterococcus gallinarum 9402	7	1283	1366	NA	SAMN07524552	NA
	8032425754	Ga0347526_23_263422_263781		8032423648	Enterococcus gallinarum 9402	7	263422	263781	NA	SAMN07524552	NA
	8032425549	Ga0347526_23_47229_47391		8032423648	Enterococcus gallinarum 9402	7	47229	47391	NA	SAMN07524552	NA
	8032426980	Ga0347526_54_55134_55213		8032423648	Enterococcus gallinarum 9402	7	55134	55213	NA	SAMN07524552	NA
	8032425122	Ga0347526_12_259134_259238		8032423648	Enterococcus gallinarum 9402	7	259134	259238	NA	SAMN07524552	NA
	8032425973	Ga0347526_34_46945_47111		8032423648	Enterococcus gallinarum 9402	7	46945	47111	NA	SAMN07524552	NA
	8032425009	Ga0347526_12_125716_126073		8032423648	Enterococcus gallinarum 9402	7	125716	126073	NA	SAMN07524552	NA
	8032426881	Ga0347526_53_53471_53617		8032423648	Enterococcus gallinarum 9402	7	53471	53617	NA	SAMN07524552	NA
	8032426954	Ga0347526_54_27044_27270		8032423648	Enterococcus gallinarum 9402	7	27044	27270	NA	SAMN07524552	NA
	8032424973	Ga0347526_12_87547_87749		8032423648	Enterococcus gallinarum 9402	7	87547	87749	NA	SAMN07524552	NA
	8032426494	Ga0347526_45_194028_194162		8032423648	Enterococcus gallinarum 9402	7	194028	194162	NA	SAMN07524552	NA
	8032424585	Ga0347526_04_64096_64178		8032423648	Enterococcus gallinarum 9402	7	64096	64178	NA	SAMN07524552	NA
	8032424927	Ga0347526_12_47485_47609		8032423648	Enterococcus gallinarum 9402	7	47485	47609	NA	SAMN07524552	NA
	8032423817	Ga0347526_01_169606_169677		8032423648	Enterococcus gallinarum 9402	7	169606	169677	NA	SAMN07524552	NA
	8032425686	Ga0347526_23_180795_181043		8032423648	Enterococcus gallinarum 9402	7	180795	181043	NA	SAMN07524552	NA
	8032425687	Ga0347526_23_181119_181357		8032423648	Enterococcus gallinarum 9402	7	181119	181357	NA	SAMN07524552	NA
	8032426415	Ga0347526_45_117410_117588		8032423648	Enterococcus gallinarum 9402	7	117410	117588	NA	SAMN07524552	NA
	8032425680	Ga0347526_23_177237_177409		8032423648	Enterococcus gallinarum 9402	7	177237	177409	NA	SAMN07524552	NA
	8032425357	Ga0347526_13_1421_1605		8032423648	Enterococcus gallinarum 9402	7	1421	1605	NA	SAMN07524552	NA
	8032426673	Ga0347526_51_153358_153609		8032423648	Enterococcus gallinarum 9402	7	153358	153609	NA	SAMN07524552	NA
	8032423967	Ga0347526_01_324624_324722		8032423648	Enterococcus gallinarum 9402	7	324624	324722	NA	SAMN07524552	NA
	8032426315	Ga0347526_45_17159_17348		8032423648	Enterococcus gallinarum 9402	7	17159	17348	NA	SAMN07524552	NA
	8032425353	Ga0347526_13_504_715		8032423648	Enterococcus gallinarum 9402	7	504	715	NA	SAMN07524552	NA
	8032425145	Ga0347526_12_279383_279509		8032423648	Enterococcus gallinarum 9402	7	279383	279509	NA	SAMN07524552	NA
	8032424422	Ga0347526_02_46174_46275		8032423648	Enterococcus gallinarum 9402	7	46174	46275	NA	SAMN07524552	NA
	8032426587	Ga0347526_51_56628_56749		8032423648	Enterococcus gallinarum 9402	7	56628	56749	NA	SAMN07524552	NA
	8032424185	Ga0347526_01_557720_557808		8032423648	Enterococcus gallinarum 9402	7	557720	557808	NA	SAMN07524552	NA
	8032425248	Ga0347526_12_376566_376663		8032423648	Enterococcus gallinarum 9402	7	376566	376663	NA	SAMN07524552	NA
	8032425276	Ga0347526_12_403088_403258		8032423648	Enterococcus gallinarum 9402	7	403088	403258	NA	SAMN07524552	NA
	8032425642	Ga0347526_23_131905_132162		8032423648	Enterococcus gallinarum 9402	7	131905	132162	NA	SAMN07524552	NA
	8032425185	Ga0347526_12_316412_316512		8032423648	Enterococcus gallinarum 9402	7	316412	316512	NA	SAMN07524552	NA
	8032426569	Ga0347526_51_45196_45399		8032423648	Enterococcus gallinarum 9402	7	45196	45399	NA	SAMN07524552	NA
	8032425606	Ga0347526_23_90180_90251		8032423648	Enterococcus gallinarum 9402	7	90180	90251	NA	SAMN07524552	NA
	8032424671	Ga0347526_06_2837_3034		8032423648	Enterococcus gallinarum 9402	7	2837	3034	NA	SAMN07524552	NA
	8032425422	Ga0347526_20_17429_17590	hypothetical protein	8032423648	Enterococcus gallinarum 9402	7	17429	17590	NA	SAMN07524552	NA
	8032426699	Ga0347526_51_180318_180617	hypothetical protein	8032423648	Enterococcus gallinarum 9402	7	180318	180617	NA	SAMN07524552	NA
