COG	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.ID	Genome.Name	Batch1	Start.Coord	End.Coord	Gene_Product	NCBI.Biosample.Accession	Cat
	2901216038	Ga0454064_16_13791_14303	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	13791	14303	NA	SAMN17620025	NA
	2901216122	Ga0454064_17_30349_30813	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	30349	30813	NA	SAMN17620025	NA
	2901215655	Ga0454064_11_91844_92134	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	91844	92134	NA	SAMN17620025	NA
	2901216060	Ga0454064_16_43718_44107	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	43718	44107	NA	SAMN17620025	NA
	2901216172	Ga0454064_18_12341_12523	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	12341	12523	NA	SAMN17620025	NA
	2901214224	Ga0454064_02_167233_169683	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	167233	169683	NA	SAMN17620025	NA
	2901216196	Ga0454064_18_29968_30171	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	29968	30171	NA	SAMN17620025	NA
	2901216496	Ga0454064_26_22385_22792	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	22385	22792	NA	SAMN17620025	NA
	2901214359	Ga0454064_02_317871_317950	16S ribosomal RNA	2901213754	Enterococcus diestrammenae DSM 29072	16	317871	317950	NA	SAMN17620025	NA
	2901216568	Ga0454064_35_70_1626	16S ribosomal RNA	2901213754	Enterococcus diestrammenae DSM 29072	16	70	1626	NA	SAMN17620025	NA
	2901214684	Ga0454064_04_139585_139767	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	139585	139767	NA	SAMN17620025	NA
	2901214186	Ga0454064_02_124179_124538	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	124179	124538	NA	SAMN17620025	NA
	2901215795	Ga0454064_13_27843_28037	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	27843	28037	NA	SAMN17620025	NA
	2901214659	Ga0454064_04_117398_118564	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	117398	118564	NA	SAMN17620025	NA
	2901213759	Ga0454064_01_3374_4639	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	3374	4639	NA	SAMN17620025	NA
	2901214140	Ga0454064_02_71074_71214	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	71074	71214	NA	SAMN17620025	NA
	2901215903	Ga0454064_14_51688_51933	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	51688	51933	NA	SAMN17620025	NA
	2901216432	Ga0454064_24_11064_11477	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	11064	11477	NA	SAMN17620025	NA
	2901213791	Ga0454064_01_34569_34850	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	34569	34850	NA	SAMN17620025	NA
	2901215037	Ga0454064_06_129794_130378	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	129794	130378	NA	SAMN17620025	NA
	2901215325	Ga0454064_08_123686_123979	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	123686	123979	NA	SAMN17620025	NA
	2901215810	Ga0454064_13_41943_42386	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	41943	42386	NA	SAMN17620025	NA
	2901214433	Ga0454064_03_96037_96546	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	96037	96546	NA	SAMN17620025	NA
	2901214234	Ga0454064_02_178172_178978	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	178172	178978	NA	SAMN17620025	NA
	2901215295	Ga0454064_08_88178_88846	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	88178	88846	NA	SAMN17620025	NA
	2901216289	Ga0454064_20_37179_38384	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	37179	38384	NA	SAMN17620025	NA
	2901215192	Ga0454064_07_118743_120245	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	118743	120245	NA	SAMN17620025	NA
	2901215674	Ga0454064_11_121084_121362	hypothetical protein	2901213754	Enterococcus diestrammenae DSM 29072	16	121084	121362	NA	SAMN17620025	NA
